name,is_hot,genre,style,popularity,engagement,valence,arousal,danceable,not_danceable,mood_group,aggressive,not_aggressive,happy,not_happy,sad,not_sad,relaxing,not_relaxing,bright,dark,acoustic,not_acoustic,electronic,not_electronic,instrumental,vocal,male,female,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_centroid,spectral_bandwidth,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,spectral_rolloff,tempo,zero_crossing_rate,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6
SNAP Rosa Linn,1,pop,female vocalists,0.70799494,0.5436444,5.3259816,4.4075074,0.88325936,0.11674065,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.023983344,0.97601676,0.2913967,0.7086033,0.33452132,0.66547865,0.23137829,0.7686217,0.49835214,0.50164795,0.7983004,0.20169953,0.63880837,0.3611917,0.079891026,0.920109,0.12744936,0.8725506,-104.606575,108.842575,-2.6674807,14.099501,4.3938346,7.4273424,6.9709287,1.8474402,1.9037408,9.281393,-3.5448914,1.3167566,-1.5232332,0.57047707,0.34575996,0.34243074,0.3439395,0.5271447,0.37793663,0.3215038,0.46539822,0.34617043,0.3683748,0.3066032,0.46685556,1992.225961,2299.853774,19.46165265,15.20618955,18.30548449,18.41255487,19.23686635,18.58797097,46.8969612,4101.831781,86.1328125,0.088018622,0.114963634,0.08270346,-0.010348944,0.089909121,0.004921845,0.020039583
Icy Will Ryte,1,hiphop,Hip-Hop,0.60643935,0.61577076,5.47175,4.4498615,0.76724195,0.23275812,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.085570425,0.9144296,0.49518088,0.50481915,0.7592559,0.24074407,0.57386893,0.42613107,0.5005104,0.49948964,0.20635106,0.79364896,0.6652635,0.33473656,0.18998925,0.81001073,0.64437807,0.3556219,-138.97327,90.93771,-8.823409,11.58722,-3.5001423,-5.8056874,-9.85294,-9.934979,-6.76425,-2.434448,-10.802277,-3.523588,-7.2670846,0.33396718,0.29461566,0.4991673,0.36897343,0.28657368,0.29022798,0.33549544,0.46533415,0.3045126,0.39891675,0.45951852,0.2924767,2037.126639,2092.894222,24.57832143,17.27255815,20.49268305,19.07020822,19.9139886,20.0993386,46.34645755,3987.245925,99.38401442,0.088820004,0.049322649,0.245679324,0.114452527,-0.162736938,0.037210279,-0.008688178
Austin (Boots Stop Workin') Dasha,1,pop,pop,0.45634776,0.44964394,5.3128023,4.3653436,0.9893039,0.01069606,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.035584223,0.9644157,0.36194164,0.63805836,0.53059936,0.46940064,0.13224058,0.86775947,0.48951104,0.510489,0.26429063,0.73570937,0.86616576,0.13383421,0.26354092,0.7364591,0.20039096,0.799609,-73.950066,115.84236,11.13409,13.181517,10.59063,7.8382244,10.274999,5.9473763,0.22152574,6.84733,-7.8930483,4.2555556,-3.272566,0.38843846,0.29983658,0.37444416,0.3488569,0.487076,0.3957493,0.40365773,0.52921563,0.43514773,0.4642543,0.32193005,0.3915231,1910.351983,2417.051184,18.84818814,14.81422529,17.56929422,17.97934271,18.3583594,18.93073796,49.09560264,4176.33033,117.4538352,0.067506204,0.088068943,0.072561471,-0.006463088,0.075260071,0.003107345,-0.001565874
Si Antes Te Hubiera Conocido KAROL G,1,electronic,electronic,0.47152272,0.7370151,5.339875,4.353168,0.9323784,0.06762155,"rollicking, cheerful, fun, sweet, amiable/good natured",0.099516094,0.90048397,0.6603718,0.33962825,0.82747406,0.17252602,0.63084745,0.36915255,0.493769,0.506231,0.09909151,0.9009085,0.90626216,0.09373773,0.09608468,0.90391535,0.16582169,0.8341782,-82.76085,108.60634,-14.085382,10.042456,-6.2410364,-2.502861,2.0341165,-4.2328367,0.17053851,3.8949056,-1.5985862,3.2822514,-3.835064,0.33721173,0.3843802,0.32391298,0.4277673,0.37456807,0.32343203,0.3280009,0.2877462,0.29670173,0.2713841,0.33910263,0.345067,1951.654459,2191.833495,18.18419483,15.56337497,18.96412944,19.25188586,19.0872091,19.13540389,47.63653143,3975.054769,129.1992188,0.082057655,-0.055881049,-0.032034527,0.021310209,0.013124834,0.00471785,-0.003263216
(It Goes Like) Nanana - Edit Peggy Gou,1,electronic,dance,0.40410393,0.7914111,5.4533753,4.2326627,0.9780178,0.021982117,"passionate, rousing, confident, boisterous, rowdy",0.11232552,0.88767445,0.64912194,0.3508781,0.935378,0.06462194,0.8349405,0.16505946,0.46499318,0.5350068,0.000574664,0.99942535,0.99589247,0.004107554,0.14383927,0.8561607,0.06629572,0.9337043,-49.050797,88.84704,9.625989,21.873552,-1.1722277,5.8186584,-4.898235,-0.19593175,-4.0049295,5.283904,-5.04696,3.8545644,-2.320334,0.4281104,0.36206165,0.5253755,0.4594357,0.3515926,0.37852368,0.35705483,0.50376743,0.3306835,0.37312016,0.3794011,0.3120627,2282.057446,2603.902426,19.07349778,14.70805374,18.56962778,18.11064677,17.92627403,17.29312407,48.97643476,5186.95333,129.1992188,0.082790791,-0.01587319,0.138784054,0.066689543,0.007383024,0.005843152,0.021633843
"Miss You JANFRY, Strownlex",1,electronic,dance,0.25472447,0.89726466,5.244449,4.2466044,0.955122,0.04487798,"passionate, rousing, confident, boisterous, rowdy",0.23452279,0.76547724,0.35397786,0.64602214,0.92871606,0.07128385,0.71920496,0.28079507,0.4783089,0.52169114,0.042002246,0.9579978,0.932532,0.06746801,0.12595887,0.87404126,0.2014616,0.7985384,-70.71013,67.56421,12.455083,31.796585,-2.661964,5.856231,1.6478071,1.3164494,3.610107,-1.4539505,-0.5278106,0.9626131,2.6483395,0.39069617,0.40669367,0.31447986,0.3767162,0.29601082,0.3315348,0.33160168,0.3509555,0.51519424,0.42422438,0.5804633,0.57119477,2698.21005,2708.476013,20.32249374,16.02227935,18.43681077,18.48674797,18.57880918,18.00774518,47.08440054,5761.776072,143.5546875,0.112858724,-0.072440646,-0.134232913,0.055762683,0.043028668,-0.026650692,-0.034069573
"Se Acabo (feat. Method Man) The Beatnuts, Method Man",1,hiphop,Hip-Hop,0.44910142,0.69832414,5.463936,4.706259,0.82956254,0.17043757,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.08769921,0.91230077,0.77060395,0.229396,0.86168796,0.13831206,0.66919005,0.33080998,0.4564744,0.54352564,0.023158092,0.9768419,0.1832373,0.81676275,0.17720899,0.82279104,0.7587292,0.24127083,-194.79803,60.568386,1.1428738,7.438105,2.504215,4.4799356,1.2472689,5.517986,-4.4093294,2.1671178,-4.853469,2.6819553,-1.3045396,0.37638465,0.38896573,0.3486624,0.34501365,0.33212554,0.30821702,0.33439577,0.33533695,0.3558804,0.3501429,0.32984874,0.34774145,2167.60943,2057.422997,16.46260682,13.44290687,15.5682025,14.86185197,15.28457546,16.17437116,39.67635421,4507.385251,95.703125,0.102781636,-0.024849884,-0.015206501,-0.037386992,0.037429798,0.015553804,0.007932979
A Bar Song (Tipsy) Shaboozey,1,pop,rock,0.64340514,0.72485095,5.384931,4.441474,0.7449566,0.25504333,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.16910608,0.830894,0.6054364,0.3945636,0.6859054,0.31409457,0.61140245,0.38859758,0.5013547,0.4986453,0.41853797,0.581462,0.40704075,0.59295934,0.0526012,0.9473988,0.7442243,0.25577563,-52.65661,84.58258,-5.700149,22.046854,9.589099,7.853815,1.8723317,9.594859,-4.302285,7.127291,-2.0292394,2.5262787,2.1200335,0.31204745,0.42849085,0.30083477,0.31589133,0.43246892,0.3591984,0.4334369,0.3835193,0.5270582,0.62619865,0.4177203,0.36214367,2368.149702,2500.637294,19.4604362,15.69867793,17.67594848,17.24932835,17.78448774,17.9513747,48.06545042,5098.851322,80.74951172,0.096143782,0.128746516,-0.108427403,-0.14315682,-0.018101987,-0.009737834,0.051027947
Tap In Saweetie,1,hiphop,Hip-Hop,0.46655607,0.77707344,5.4564757,4.540827,0.95833534,0.041664597,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.31694713,0.6830529,0.6950991,0.30490085,0.9156133,0.084386624,0.77307945,0.22692065,0.49459127,0.5054087,0.004228071,0.9957718,0.5649662,0.43503383,0.074720345,0.92527974,0.32727367,0.6727265,-138.49995,73.884735,8.43764,22.387774,17.395441,6.0565114,12.899159,8.658438,1.9344342,4.175963,-1.0741884,5.4990706,-2.4398055,0.54589593,0.5120287,0.454919,0.4701849,0.47264016,0.45887512,0.4776921,0.52015656,0.49916142,0.5260785,0.53123075,0.51378834,2211.48206,2375.164409,21.09179164,15.51645252,15.43681976,15.17772536,16.7952556,17.03896222,42.90062421,4802.466582,99.38401442,0.081304864,-0.026797158,0.054036083,-0.000749014,0.07724084,0.037800706,0.05586066
Tangled Up In Blue Mathilde Widding,1,pop,female vocalists,0.8298568,0.52870613,5.355605,4.333298,0.9076865,0.09231343,"humorous, silly, campy, quirky, whimsical, witty, wry",0.002938915,0.99706113,0.88600117,0.113998845,0.5522968,0.4477032,0.35789105,0.642109,0.5109944,0.48900563,0.65940976,0.34059033,0.313863,0.68613696,0.07068004,0.9293199,0.15230964,0.84769034,-116.39975,85.84996,1.6207535,22.75243,7.6548715,6.9751196,16.955067,3.300932,7.5084248,12.116349,-0.6573566,9.273473,-2.5388875,0.27168125,0.40109167,0.30632335,0.29993287,0.3857337,0.38981947,0.5063222,0.31327707,0.3081985,0.34233144,0.24444088,0.2560286,2314.881099,2551.957916,23.22831779,16.4939401,19.82164925,19.97116743,19.70485558,20.09276729,48.7717115,4936.999448,112.3471467,0.088625183,0.070476704,-0.109034637,-0.049303049,-0.024312306,0.006013717,0.016587662
"See You Again (feat. Kali Uchis) Tyler, The Creator, Kali Uchis",1,hiphop,electronic,0.47890574,0.69483507,5.3530345,4.5001297,0.74179786,0.25820205,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.0910945,0.9089055,0.2337137,0.7662863,0.5527864,0.44721362,0.31607896,0.68392104,0.50032336,0.49967664,0.22675225,0.7732477,0.6287324,0.3712676,0.110229924,0.88977003,0.56191635,0.43808368,-118.152214,90.61904,-3.8198504,9.3891945,-2.3828108,-4.283543,-5.1755238,-3.8049328,-6.978068,-1.5327717,-6.65839,0.035452396,-3.6703286,0.37504303,0.46437597,0.3626331,0.3599695,0.34713748,0.45037994,0.38965648,0.2876717,0.33172992,0.3036413,0.39017904,0.36735892,2342.929974,2456.465961,20.40920526,16.09348058,19.60986694,19.24504305,18.83409148,18.36978847,48.21846468,4983.183764,151.9990809,0.099903372,-0.070665701,-0.036985716,-0.052404881,-0.02467223,-0.009512376,-0.01392939
"Die For You - Remix The Weeknd, Ariana Grande",1,pop,rnb,0.5904847,0.63363,5.391434,4.4148617,0.9917315,0.008268591,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.019819489,0.98018044,0.21739876,0.78260124,0.7313884,0.2686116,0.12216793,0.8778321,0.49511462,0.5048854,0.050668772,0.94933116,0.6331148,0.36688524,0.024788484,0.97521144,0.1325899,0.8674102,-81.742836,101.45661,14.186865,16.816847,7.75173,1.7047455,3.3895946,1.1507777,-0.8863404,9.439383,-2.0502903,-0.20184423,-3.090233,0.22179043,0.2927798,0.21341147,0.2963049,0.36553842,0.2810731,0.46093243,0.35514864,0.52794814,0.3451171,0.23916796,0.28159362,2065.305475,2547.311526,22.03540015,16.03780463,20.46007802,20.4773096,19.90024467,19.21011343,47.03495028,4714.232939,66.25600962,0.067027416,-0.026261079,-0.174079902,-0.079685047,0.045819843,0.000928787,0.024394911
"Life Is Good (feat. Drake) Future, Drake",1,hiphop,Hip-Hop,0.45417926,0.6834362,5.414216,4.538352,0.75671905,0.24328096,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.10103243,0.89896756,0.27326638,0.7267336,0.795094,0.20490596,0.31821996,0.68178004,0.5038946,0.49610537,0.14544371,0.85455626,0.3517097,0.64829034,0.048469033,0.951531,0.8526177,0.14738229,-154.84789,85.1148,20.622097,11.852944,10.657207,9.055552,-9.938954,5.244666,-6.5038147,0.946851,-1.9836769,2.7778335,1.5161716,0.44942454,0.4338731,0.44509295,0.44200677,0.48623124,0.4858483,0.4714999,0.4475432,0.42779955,0.4639963,0.44596827,0.45157316,2665.950549,2532.078666,21.23603993,15.38761174,18.84836262,17.15652207,18.2167674,18.07211756,47.5860225,5205.195264,143.5546875,0.106310894,0.069779795,-0.001988101,-0.001366799,0.1462111,0.041075393,-0.014316897
Freaks Surf Curse,1,rock,punk,0.5097148,0.88389176,5.1110954,4.4374714,0.9452551,0.054744843,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.85408247,0.14591752,0.94745976,0.052540306,0.9515406,0.04845949,0.9486602,0.051339816,0.45825455,0.5417454,0.00534641,0.9946535,0.117075264,0.8829247,0.08140618,0.9185938,0.82184696,0.17815307,-90.36189,74.63685,-25.081114,40.745422,15.964099,3.1033514,-1.7107711,15.560335,1.043381,-2.5771766,-0.44380113,3.0931144,-9.195466,0.2898853,0.78732926,0.498099,0.3967535,0.54595995,0.29945472,0.25705296,0.24477623,0.39876732,0.48582608,0.33945772,0.27422196,2608.224479,2325.679421,24.54890595,14.63919486,16.54348976,16.83756348,20.65444473,18.17487381,48.25843528,5061.405563,89.10290948,0.16419929,0.063219969,-0.097104457,-0.160266842,-0.009495151,0.03001829,0.011421727
"Move Adam Port, Stryv, Keinemusik, Orso, Malachiii",1,chillout,electronic,0.4521985,0.68013585,5.4062767,4.4104686,0.9996223,0.000377815,"rollicking, cheerful, fun, sweet, amiable/good natured",0.011586859,0.98841316,0.041900676,0.95809937,0.8344991,0.16550094,0.118929006,0.8810709,0.4519686,0.54803145,0.019268231,0.9807318,0.99681103,0.003188992,0.5842607,0.4157392,0.073995076,0.92600495,-93.90712,88.82107,20.680836,25.370272,-0.8570943,6.0092964,-2.321512,0.9319958,-4.6765833,5.9996076,-2.2987688,6.9501114,3.123287,0.32501495,0.3714166,0.33151576,0.54284096,0.40155223,0.32237044,0.31766188,0.35392204,0.5142262,0.4540697,0.5760728,0.5233168,2224.420055,2635.386588,24.75019928,15.74551544,19.68448052,17.67649356,16.84798162,15.98691335,46.62312895,5235.187013,117.4538352,0.063955041,-0.074641094,-0.10087195,0.014276417,0.029445382,0.013718307,-0.014022138
Mind Racing Jt5k,1,pop,Hip-Hop,0.50146514,0.64163834,5.2987895,4.4399004,0.9949915,0.005008565,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.12149747,0.87850255,0.7300224,0.2699777,0.92510283,0.07489723,0.6133272,0.38667277,0.5695655,0.43043455,0.006363834,0.9936362,0.9522965,0.047703553,0.074011266,0.9259887,0.49247268,0.50752735,-135.8726,94.9194,19.663893,19.539036,15.197716,1.8436462,-1.5055295,2.925905,-6.647132,10.918796,-2.7417145,3.6948605,0.5287703,0.45174912,0.4217805,0.51808786,0.45030412,0.51646715,0.41294402,0.49822077,0.46186712,0.40249187,0.56039214,0.4691811,0.6130092,2130.925545,2442.805265,21.30679423,15.06798363,18.79810505,18.84303098,20.20246783,20.83607779,48.03783916,4627.418699,151.9990809,0.068037104,0.121807394,0.057064824,-0.018424863,0.174153909,0.028448458,0.042255853
Love You So The King Khan & BBQ Show,1,rock,indie,0.549904,0.7231315,5.1397953,4.4143806,0.53397655,0.46602345,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.16627844,0.8337216,0.928443,0.07155698,0.86318266,0.13681732,0.86004114,0.13995884,0.45319772,0.5468023,0.068286695,0.9317133,0.8180683,0.18193167,0.46516585,0.53483415,0.35585284,0.64414716,-25.514963,123.64721,-18.209627,14.243268,7.6907473,5.295731,-11.867503,1.28734,-13.074462,2.9123752,-12.354745,0.76215297,-6.840294,0.5616765,0.41054273,0.33841863,0.28827026,0.4676723,0.43302986,0.2888487,0.31084976,0.2582013,0.33665204,0.2957213,0.35774946,1797.19715,2119.328005,16.51963174,14.0278381,16.69929809,15.6490776,17.70101627,17.73027482,52.00706591,3540.640955,117.4538352,0.075553596,0.046689555,0.123520276,-0.06955128,0.099265109,0.001410857,0.005148645
Ride It Regard,1,electronic,electronic,0.2924769,0.7187635,5.315878,4.4373846,0.88672316,0.11327688,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.24515852,0.75484145,0.28539082,0.71460927,0.869881,0.13011904,0.6666262,0.33337373,0.47876447,0.5212355,0.003409855,0.99659014,0.90227526,0.09772467,0.2101975,0.7898025,0.30436411,0.6956359,-96.85712,84.69571,20.944197,22.930574,8.933353,14.072553,-4.5018606,6.8571362,1.6059917,1.861959,0.8842797,5.0622654,0.05581953,0.4146749,0.38039863,0.45018724,0.38210547,0.3697528,0.4168461,0.38723353,0.46052647,0.47129887,0.5669341,0.5519845,0.42533767,2281.748117,2552.66898,19.33602826,15.0496475,17.06606438,16.22486915,16.91190564,16.42007949,45.8250456,5164.080128,117.4538352,0.07991756,-0.010221098,0.051720275,-0.023411869,0.021740195,-0.012504938,-0.012580033
Unholy NO FEELS,1,electronic,dance,0.36993128,0.90202355,5.2056885,4.375718,0.97680163,0.023198342,"passionate, rousing, confident, boisterous, rowdy",0.48799476,0.5120052,0.4157813,0.5842187,0.9424532,0.05754684,0.7956445,0.20435545,0.48191765,0.5180824,0.0931393,0.9068607,0.9508079,0.049192086,0.02379238,0.9762077,0.17641607,0.82358396,-76.04429,72.94913,13.008067,16.162794,6.467214,7.219208,2.6411855,7.6933575,-3.4499784,10.0292635,-4.575616,4.8793063,-2.042208,0.33342886,0.39544064,0.62491393,0.5125979,0.37966427,0.36135775,0.40019393,0.4200893,0.3721536,0.5024605,0.40663645,0.31401524,2837.407278,2855.880105,21.68148936,14.81289931,18.41862023,18.55370401,18.34801001,18.46641194,48.00663327,6405.190399,143.5546875,0.107330375,0.040710911,0.049121092,-0.014794424,-0.095436515,-0.011880498,0.016040529
"Frozen Madonna, Sickick",1,hiphop,electronic,0.36010116,0.5555341,5.205763,4.3456187,0.95801693,0.04198307,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.16466422,0.83533573,0.272749,0.727251,0.8038342,0.19616584,0.34850287,0.6514971,0.5298805,0.4701195,0.041454535,0.9585455,0.85960394,0.14039615,0.16651562,0.8334844,0.3346788,0.66532123,-208.7581,67.41194,36.211426,30.267857,19.521767,18.755957,4.625085,13.18424,3.0017068,7.6566334,3.5974977,1.7342345,-0.20056602,0.5451537,0.49295446,0.43655196,0.47019038,0.4212276,0.4944141,0.38928625,0.40841186,0.49718598,0.49055603,0.54304713,0.5045107,2698.998156,2776.382156,20.39716229,16.4554219,18.9476509,18.68103713,19.05790169,20.72422208,49.64144964,5880.348445,107.6660156,0.092963798,-0.175469802,0.034380434,-0.122253953,-0.015542571,0.013094504,-0.048796114
Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version sped up 8282,1,pop,electronic,0.69993657,0.78599083,5.2357435,4.259458,0.8797676,0.12023241,"rollicking, cheerful, fun, sweet, amiable/good natured",0.053184293,0.94681567,0.76375836,0.23624168,0.80214673,0.19785324,0.6005971,0.39940295,0.5139601,0.48603988,0.13417192,0.86582804,0.832866,0.167134,0.061620113,0.93837994,0.12454355,0.8754564,-107.52471,96.68523,10.645843,13.961388,-3.1749647,3.9702556,0.54694563,-1.1633555,1.1048735,-6.359416,-6.7944293,-2.504272,-7.332724,0.44442162,0.28240028,0.34082082,0.24058132,0.34555748,0.38864723,0.25641274,0.33104455,0.21603997,0.37182313,0.28772274,0.27905354,2201.474753,2539.499646,20.92590909,16.24403672,20.18137264,21.4535494,20.0059723,19.0825416,47.25432271,4905.234099,143.5546875,0.08681441,0.023487067,0.129982099,-0.038078574,0.017993886,0.000620433,0.004145758
Need to Know Doja Cat,1,hiphop,electronic,0.3759258,0.58357465,5.175441,4.4920926,0.980399,0.019600978,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.22203651,0.77796346,0.57218355,0.42781648,0.88886815,0.11113183,0.51970696,0.480293,0.51642025,0.48357978,0.000257487,0.9997425,0.9658268,0.03417321,0.16586702,0.83413297,0.15900056,0.8409994,-68.25274,77.0436,16.338737,13.986307,2.6104548,5.8454857,7.868334,3.2219737,4.9835186,3.7830248,4.372334,6.5310574,1.6735959,0.43134734,0.43970066,0.46654356,0.49404618,0.49976814,0.5757836,0.47301626,0.42260513,0.42731845,0.44391802,0.46090287,0.3718241,2684.702477,2836.151156,20.42346606,15.4597669,18.53939614,18.38281176,17.91770782,18.15369496,47.0605726,6084.310112,129.1992188,0.087732527,-0.217975723,-0.004249722,0.055074727,-0.074165191,0.001143664,0.072134893
In Ha Mood Ice Spice,1,hiphop,Hip-Hop,0.32481247,0.6829965,5.360129,4.50586,0.95992327,0.0400767,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.23878449,0.76121545,0.4823653,0.5176347,0.86286676,0.13713315,0.39789677,0.60210323,0.48159894,0.518401,0.0078388,0.9921612,0.8750571,0.12494293,0.039156094,0.96084386,0.32169574,0.67830426,-99.76118,103.17209,1.9669822,9.080147,-4.46167,-3.0983639,2.1794696,-3.6540766,-3.6072488,1.2325294,-5.2732244,3.7490256,-9.59076,0.36526254,0.3419858,0.30350485,0.36681855,0.47179168,0.4931688,0.3631267,0.4804741,0.52642083,0.5063008,0.4363549,0.3339345,2208.425712,2354.976825,19.79400594,15.67484827,18.3877405,18.02582703,17.49238581,18.6588429,46.22729262,4536.762179,143.5546875,0.092753019,0.012772431,0.058708161,-0.013607602,0.075178865,0.024086655,-0.009289081
Infinity Jaymes Young,1,electronic,electronic,0.39379245,0.5981215,5.211596,4.446461,0.8604638,0.13953613,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.13397427,0.8660258,0.1211033,0.87889665,0.67835283,0.32164726,0.23670456,0.7632954,0.492806,0.507194,0.17363176,0.82636833,0.9119734,0.088026635,0.30386975,0.6961302,0.36198333,0.6380167,-75.91849,123.693504,-2.4395921,22.49534,-5.730943,3.512078,0.003298164,-0.9296675,-1.7077386,2.7228045,-3.030267,7.629828,-2.5173333,0.33337685,0.37194055,0.49699077,0.30656293,0.3484144,0.32638824,0.5244204,0.4083413,0.30194557,0.33288285,0.31565672,0.5310229,1869.997568,2075.562892,18.01832435,13.90744678,17.14297325,16.89602676,17.60366016,19.49395282,48.62522064,3887.747472,123.046875,0.084711074,0.145574886,-0.076538989,0.138047363,-0.054070465,-0.005412766,-0.026666002
Unwritten Natasha Bedingfield,1,pop,pop,0.7248703,0.68524235,5.3789973,4.350313,0.9781592,0.021840882,"rollicking, cheerful, fun, sweet, amiable/good natured",0.009486527,0.9905135,0.76877904,0.23122096,0.7751484,0.22485161,0.61005807,0.38994193,0.47702932,0.52297074,0.007554283,0.99244577,0.5150412,0.48495874,0.011870402,0.9881297,0.08809775,0.91190225,-97.973526,66.423134,-1.0721245,20.043516,11.51853,9.445439,6.35196,9.135186,2.2316995,9.572674,-2.8646274,-0.6712225,-3.8985462,0.38776183,0.32247144,0.3598428,0.3422287,0.42053977,0.5091417,0.40230843,0.47831202,0.410356,0.5592338,0.42520714,0.31503937,2868.942127,2767.558177,21.32069199,14.91873523,18.45589236,19.21242507,19.23938244,17.86870764,47.89036294,6140.894752,99.38401442,0.133564684,-0.011748205,0.153917227,-0.080118236,-0.044242017,-0.017330073,-0.006100229
I Hate U SZA,1,pop,rnb,0.43756753,0.5165493,5.410672,4.4341826,0.9343574,0.065642685,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.043200128,0.9568,0.21142115,0.7885788,0.6326159,0.36738408,0.13297853,0.86702156,0.48240742,0.51759255,0.12554298,0.874457,0.5712038,0.42879614,0.1960613,0.80393875,0.19710821,0.80289173,-161.5264,110.88787,10.336645,22.27086,10.139956,4.1698503,3.9112384,-2.3903408,4.730319,4.1074533,-3.5476842,0.606831,-4.9790583,0.43247315,0.3276396,0.4424986,0.35173288,0.28756738,0.4076527,0.29376078,0.38378245,0.32450262,0.353838,0.4326743,0.35778227,1780.316868,2121.155505,19.5319571,17.39284492,19.56507259,19.30868317,20.52874871,19.53367552,44.46610233,3681.902666,107.6660156,0.077600092,0.000274441,0.214217358,0.026331058,-0.017923801,-0.012446521,0.006346653
"Collide (feat. Tyga) Justine Skye, Tyga",1,hiphop,rnb,0.51513445,0.6112718,5.3230367,4.4526925,0.8871852,0.11281477,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.08501341,0.9149866,0.3221075,0.67789245,0.76899904,0.23100096,0.32634437,0.6736556,0.4947408,0.5052592,0.08277508,0.91722494,0.5783722,0.42162785,0.09120188,0.90879816,0.2863701,0.7136299,-120.84652,98.223434,14.371132,7.485239,7.1296606,-3.145656,-0.07494908,0.52991474,-4.282917,11.154114,-8.928395,0.57147354,-3.7861016,0.3017335,0.33283204,0.3456274,0.30722466,0.4334893,0.34867078,0.49185553,0.33531874,0.27676862,0.42671344,0.31933823,0.46288803,2055.675319,2468.658836,21.90775919,16.32707513,19.69561232,20.60969991,20.81959707,20.22337659,48.22801,4818.217644,143.5546875,0.066904614,0.08609555,-0.110307417,-0.108140824,0.021477414,0.039673624,0.014744945
"Tumblr Girls (feat. Christoph Andersson) G-Eazy, Christoph Andersson",1,hiphop,electronic,0.31914043,0.49819452,5.3208237,4.5136533,0.9278708,0.07212924,"aggressive, fiery, tense/anxious, intense, volatile, visceral",0.08638525,0.9136148,0.073296845,0.92670316,0.7410314,0.25896862,0.20790298,0.792097,0.46233684,0.53766316,0.053418852,0.9465811,0.9069504,0.09304958,0.36780742,0.63219255,0.48355857,0.5164414,-146.55072,117.89587,13.096105,9.150551,6.335642,4.7761054,-0.18744469,7.501686,-0.044211105,6.645264,-1.4708412,3.338656,3.2642612,0.59427345,0.44487834,0.35314408,0.47256252,0.34030148,0.3767954,0.32376227,0.42065734,0.5201182,0.45673734,0.5054876,0.47112808,1781.973411,2191.090563,23.39220897,15.27058427,18.4981773,19.30186698,19.10113921,17.64501142,47.21159709,3652.063076,123.046875,0.058048218,-0.272043324,0.05849307,-0.116389998,0.064010122,-0.004301646,-0.056324692
California King Bed Rihanna,1,pop,rock,0.6002817,0.6577579,5.2902355,4.408576,0.3111752,0.6888248,"literate, poignant, wistful, bittersweet, autumnal, brooding",0.21043882,0.7895612,0.42988655,0.5701135,0.4532142,0.54678583,0.57962036,0.42037964,0.5034325,0.49656746,0.4103773,0.5896227,0.12983727,0.8701627,0.13014804,0.86985207,0.25522342,0.74477667,-150.92944,79.367546,-4.6061864,27.348831,-3.9191792,5.546796,5.608934,-0.43122864,6.420724,-0.12426574,-5.5880437,-1.2596312,-7.18069,0.35117447,0.30380097,0.4400996,0.274727,0.25642973,0.23122452,0.3425631,0.5065615,0.3160716,0.3823026,0.2992491,0.4227039,2469.738889,2417.731164,22.51769018,16.93816577,19.47599007,19.61229871,19.24194895,19.18194732,45.59315147,4919.100043,86.1328125,0.12169686,0.223082953,0.062107165,0.140632982,-0.023876367,0.000137311,0.003159287
